,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
122,Senegal,686,SEN,2007,107,63.266571044921875,***,2007,***,2007,***,2007,***,2007,3.2736589908599854,--,8.5,2010,904.3760986328125,--,4.558302879333496,2007,61.78417073170732,2007,94,2007,84,2007,43.6,2007
123,Singapore,702,SGP,2007,1,84.31001281738281,***,2007,***,2007,***,2007,***,2007,0.6931471824645996,2007,5.0,2010,414.4,2007,8.681928634643555,2007,80.44146341463416,2007,96,2007,95,2007,100.0,2007
124,Sierra Leone,694,SLE,2007,146,48.92345428466797,***,2007,***,2007,***,2007,***,2007,3.0220229625701904,--,6.2,2010,865.103271484375,--,3.9801435470581055,2007,45.488365853658536,2007,64,2007,60,2007,12.2,2007
125,El Salvador,222,SLV,2007,56,73.6579360961914,***,2007,***,2007,***,2007,***,2007,0.40546509623527527,2007,20.0,2010,628.1,2007,7.949599742889404,2007,70.78046341463417,2007,99,2007,99,2007,68.5,2007
126,Suriname,740,SUR,2007,54,73.85162353515625,***,2012,***,2012,***,2012,***,2012,0.27148810029029846,--,23.4,2010,391.2315673828125,--,9.781986236572266,2007,69.47907317073171,2007,84,2007,85,2007,80.0,2007
127,Slovakia,703,SVK,2007,41,75.31011962890625,***,2010,***,2010,***,2010,***,2010,-0.6931471824645996,2007,23.4,2010,701.0,2007,7.286127090454102,2007,74.20731707317074,2007,99,2007,99,2007,98.8,2007
128,Slovenia,705,SVN,2007,37,76.69380950927734,***,2009,***,2009,***,2009,***,2009,-0.2231435477733612,2007,23.2,2010,510.9,2007,8.142416000366211,2007,78.56097560975611,2007,97,2007,96,2007,99.1,2007
129,Sweden,752,SWE,2007,8,81.34333038330078,***,2007,***,2007,***,2007,***,2007,-1.2039728164672852,2007,18.8,2010,408.3,2007,6.829440116882324,2007,80.9,2007,98,2007,96,2007,99.3,2007
130,Swaziland,748,SWZ,2007,106,63.354427337646484,***,2011,***,2011,***,2011,***,2011,0.9949878454208374,--,15.9,2010,700.3761596679688,--,5.710201740264893,2007,46.77239024390244,2007,87,2007,94,2007,55.1,2007
131,Chad,148,TCD,2007,149,40.261260986328125,***,2007,***,2007,***,2007,***,2007,3.309664249420166,--,7.1,2010,1005.7600708007812,--,3.8979713916778564,2007,48.55921951219513,2007,28,2007,31,2007,11.0,2007
132,Togo,768,TGO,2007,139,51.95242691040039,***,2008,***,2008,***,2008,***,2008,3.0893828868865967,--,6.5,2010,786.2381591796875,--,4.126228332519531,2007,55.43343902439025,2007,82,2007,71,2007,11.4,2007
133,Thailand,764,THA,2007,19,78.94110107421875,***,2007,***,2007,***,2007,***,2007,2.1580827236175537,--,6.7,2010,601.3,2006,7.727729797363281,2007,72.87443902439026,2007,98,2007,96,2007,93.5,2007
134,Tajikistan,762,TJK,2007,89,67.97936248779297,***,2007,***,2007,***,2007,***,2007,2.8675270080566406,--,12.1,2010,1062.7039794921875,--,5.490497589111328,2007,67.20748780487806,2007,86,2007,85,2007,92.7,2007
135,Trinidad and Tobago,780,TTO,2007,68,72.01976776123047,***,2008,***,2008,***,2008,***,2008,0.3364722430706024,2007,27.0,2010,750.9,2007,8.904210090637207,2007,69.25965853658538,2007,88,2007,91,2007,91.2,2007
136,Tunisia,788,TUN,2007,62,72.62261962890625,***,2009,***,2009,***,2009,***,2010,1.4811031818389893,--,24.6,2010,564.8627319335938,--,9.538373947143555,2007,74.20243902439026,2007,98,2007,98,2007,87.0,2007
137,Turkey,792,TUR,2007,57,73.50901794433594,***,2007,***,2007,***,2007,***,2007,0.18232156336307526,2009,27.0,2010,457.8,2009,10.364542961120605,2007,73.17707317073172,2007,96,2007,96,2007,91.6,2007
138,Tanzania,834,TZA,2007,129,56.04612731933594,***,2007,***,2007,***,2007,***,2007,4.126928806304932,--,5.6,2010,1201.012939453125,--,3.716768264770508,2007,58.07778048780488,2007,83,2007,90,2007,11.8,2007
139,Uganda,800,UGA,2007,135,54.30148696899414,***,2007,***,2007,***,2007,***,2007,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.2522897720336914,2007,53.654146341463424,2007,73,2007,75,2007,17.3,2007
140,Ukraine,804,UKR,2007,98,65.77876281738281,***,2007,***,2007,***,2007,***,2007,2.975529670715332,2007,18.7,2010,1057.8,2007,8.246735572814941,2007,68.22219512195123,2007,98,2007,97,2007,95.3,2007
141,Uruguay,858,URY,2007,39,76.1252212524414,***,2007,***,2007,***,2007,***,2007,0.40546509623527527,2007,23.8,2010,620.9,2007,9.977046966552734,2007,75.95102439024392,2007,94,2007,96,2007,94.9,2007
142,United States,840,USA,2007,21,78.65673065185547,***,2007,***,2007,***,2007,***,2007,-2.3025851249694824,2007,31.2,2010,497.2,2007,8.180096626281738,2007,77.98780487804879,2007,95,2007,92,2007,99.9,2007
143,Venezuela,862,VEN,2007,70,71.87862396240234,***,2007,***,2007,***,2007,***,2007,1.2237753868103027,2007,23.3,2010,607.8,2007,7.902858734130859,2007,73.38890243902439,2007,62,2007,87,2007,91.7,2007
144,Vietnam,704,VNM,2007,85,68.90113067626953,***,2007,***,2007,***,2007,***,2007,3.211698532104492,--,2.6,2010,835.511474609375,--,4.188835620880127,2007,74.4838536585366,2007,92,2007,83,2007,64.7,2007
145,Yemen,887,YEM,2007,121,58.33677673339844,***,2009,***,2009,***,2009,***,2009,3.5672593116760254,--,15.7,2010,921.8889770507812,--,6.131543159484863,2007,61.95480487804879,2007,87,2007,74,2007,50.4,2007
146,South Africa,710,ZAF,2007,136,53.30916213989258,***,2007,***,2007,***,2007,***,2007,5.181783676147461,2007,24.1,2010,1591.8,2007,8.284526824951172,2007,51.99651219512195,2007,72,2007,62,2007,61.7,2007
147,Zambia,894,ZMB,2007,124,57.86145782470703,***,2007,***,2007,***,2007,***,2007,3.341301918029785,--,7.1,2010,1109.586181640625,--,3.6613476276397705,2007,52.47714634146342,2007,80,2007,93,2007,42.2,2007
148,Zimbabwe,716,ZWE,2007,132,54.63358688354492,***,2007,***,2007,***,2007,***,2007,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.426224231719971,2007,44.17775609756098,2007,73,2007,69,2007,38.2,2007
149,Afghanistan,4,AFG,2008,141,52.240074157714844,***,2008,***,2008,***,2008,***,2008,3.4859085083007812,--,2.4,2010,848.8392944335938,--,7.130828857421875,2008,58.22502439024391,2008,64,2008,59,2008,28.0,2008
150,Angola,24,AGO,2008,126,56.99851608276367,***,2011,***,2011,***,2011,***,2011,2.9558451175689697,--,8.3,2010,885.0047607421875,--,4.677279949188232,2008,49.847390243902446,2008,81,2008,79,2008,43.3,2008
151,Albania,8,ALB,2008,49,74.5724105834961,***,2009,***,2009,***,2009,***,2008,-1.2039728164672852,2008,16.1,2010,495.8,2008,7.359235763549805,2008,76.65207317073171,2008,99,2008,98,2008,89.6,2008
152,United Arab Emirates,784,ARE,2008,31,77.9898910522461,***,2009,***,2009,***,2009,***,2009,0.2158738374710083,--,34.5,2010,497.5,2008,6.685389995574951,2008,76.30775609756098,2008,92,2008,92,2008,97.5,2008
153,Argentina,32,ARG,2008,52,74.15382385253906,***,2008,***,2008,***,2008,***,2008,0.3364722430706024,2008,23.7,2010,596.2,2008,9.26460075378418,2008,75.16626829268293,2008,94,2008,96,2008,94.2,2008
154,Armenia,51,ARM,2008,91,68.34123229980469,***,2008,***,2008,***,2008,***,2008,1.5686159133911133,2008,17.8,2010,795.5,2008,10.527521133422852,2008,73.945,2008,89,2008,94,2008,89.5,2008
155,Australia,36,AUS,2008,10,80.97697448730469,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2008,26.0,2010,380.3,2008,7.084447383880615,2008,81.39512195121952,2008,92,2008,94,2008,100.0,2008
156,Austria,40,AUT,2008,15,79.98390197753906,***,2008,***,2008,***,2008,***,2008,-1.2039728164672852,2008,16.7,2010,423.7,2008,5.832271099090576,2008,80.43170731707318,2008,83,2008,83,2008,100.0,2008
157,Azerbaijan,31,AZE,2008,100,65.62593841552734,***,2008,***,2008,***,2008,***,2008,1.2527629137039185,2007,19.4,2010,730.1,2007,8.947676658630371,2008,70.0639512195122,2008,81,2008,79,2008,78.4,2008
158,Burundi,108,BDI,2008,117,59.87138748168945,***,2008,***,2008,***,2008,***,2008,3.787709951400757,--,2.0,2010,837.2401123046875,--,2.1343836784362793,2008,53.89102439024391,2008,92,2008,84,2008,46.4,2008
159,Belgium,56,BEL,2008,12,80.77904510498047,***,2008,***,2008,***,2008,***,2008,-0.9162907600402832,2008,18.7,2010,450.8,2008,6.398848533630371,2008,79.68048780487806,2008,99,2008,93,2008,99.5,2008
160,Benin,204,BEN,2008,136,53.59107208251953,***,2008,***,2008,***,2008,***,2008,3.3524653911590576,--,8.0,2010,930.47705078125,--,4.491042137145996,2008,58.204512195121964,2008,75,2008,66,2008,16.2,2008
161,Burkina Faso,854,BFA,2008,116,60.21141815185547,***,2008,***,2008,***,2008,***,2008,3.2314321994781494,--,5.3,2010,634.3546142578125,--,3.599156379699707,2008,55.902292682926834,2008,93,2008,94,2008,16.2,2008
162,Bangladesh,50,BGD,2008,98,66.75814056396484,***,2008,***,2008,***,2008,***,2008,4.169143199920654,--,2.9,2010,848.553466796875,--,6.727408409118652,2008,69.2778536585366,2008,96,2008,92,2008,53.8,2008
163,Bulgaria,100,BGR,2008,85,69.1826400756836,***,2009,***,2009,***,2009,***,2009,0.6931471824645996,2008,21.2,2010,768.2,2008,9.1596040725708,2008,72.96341463414635,2008,95,2008,96,2008,85.9,2008
164,Bahrain,48,BHR,2008,33,77.88188171386719,***,2009,***,2009,***,2009,***,2009,-0.2231435477733612,2008,32.5,2010,515.0,2008,7.525441646575928,2008,75.84751219512196,2008,98,2008,99,2008,99.2,2008
165,Belarus,112,BLR,2008,89,68.4150619506836,***,2008,***,2008,***,2008,***,2008,1.945910096168518,2008,21.0,2010,909.5,2008,8.611143112182617,2008,70.45609756097562,2008,97,2008,99,2008,94.5,2008
166,Belize,84,BLZ,2008,64,72.59400177001953,***,2007,***,2007,***,2007,***,2007,0.18934877216815948,--,20.8,2010,673.0816040039062,--,8.328425407409668,2008,69.59421951219512,2008,94,2008,96,2008,87.9,2008
167,Bolivia,68,BOL,2008,104,64.36894989013672,***,2008,***,2008,***,2008,***,2008,2.313178777694702,--,15.3,2010,704.580810546875,--,5.7510986328125,2008,65.2738048780488,2008,88,2008,92,2008,44.9,2008
168,Brazil,76,BRA,2008,65,72.54397583007812,***,2008,***,2008,***,2008,***,2008,1.0986123085021973,2008,17.8,2010,668.7,2008,6.893892765045166,2008,72.69541463414635,2008,99,2008,99,2008,79.4,2008
169,Botswana,72,BWA,2008,82,69.35741424560547,***,2008,***,2008,***,2008,***,2008,0.18994678556919098,--,19.4,2010,543.6211547851562,--,5.181794166564941,2008,60.958585365853665,2008,96,2008,95,2008,58.9,2008
170,Central African Republic,140,CAF,2008,147,48.331729888916016,***,2007,***,2007,***,2007,***,2007,3.444537401199341,--,4.4,2010,867.2015380859375,--,4.74785041809082,2008,46.28400000000001,2008,45,2008,58,2008,19.9,2008
171,Canada,124,CAN,2008,13,80.66238403320312,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2008,25.9,2010,400.8,2008,6.810002326965332,2008,80.82536585365855,2008,95,2008,94,2008,99.8,2008
172,Switzerland,756,CHE,2008,4,82.9505386352539,***,2009,***,2009,***,2009,***,2009,-1.6094379425048828,2008,17.8,2010,361.7,2008,5.356082916259766,2008,81.99268292682927,2008,95,2008,92,2008,99.9,2008
173,Chile,152,CHL,2008,43,75.2647933959961,***,2008,***,2008,***,2008,***,2008,0.832909107208252,2008,25.3,2010,448.7,2008,9.74755859375,2008,79.64090243902439,2008,95,2008,96,2008,96.6,2008
174,China,156,CHN,2008,45,74.89183807373047,***,2008,***,2008,***,2008,***,2008,3.534611940383911,--,5.3,2010,662.8924560546875,--,7.546930313110352,2008,74.58326829268293,2008,97,2008,97,2008,68.4,2008
175,Ivory Coast,384,CIV,2008,140,52.29841613769531,***,2009,***,2009,***,2009,***,2009,3.3572936058044434,--,7.9,2010,779.7310180664062,--,4.444819927215576,2008,49.279780487804885,2008,74,2008,63,2008,20.2,2008
176,Cameroon,120,CMR,2008,122,58.384674072265625,***,2008,***,2008,***,2008,***,2008,3.2606611251831055,--,9.8,2010,861.0916748046875,--,4.186522483825684,2008,52.855829268292695,2008,84,2008,80,2008,44.2,2008
177,Democratic Republic of Congo,180,COD,2008,146,48.904327392578125,***,2009,***,2009,***,2009,***,2009,5.4063873291015625,--,3.7,2010,1083.7415771484375,--,3.5872609615325928,2008,55.724000000000004,2008,65,2008,64,2008,26.0,2008
178,Congo,178,COG,2008,139,53.099674224853516,***,2008,***,2008,***,2008,***,2008,2.68802809715271,--,9.5,2010,911.5003051757812,--,4.8247528076171875,2008,56.96507317073171,2008,79,2008,69,2008,13.9,2008
179,Colombia,170,COL,2008,62,73.04507446289062,***,2008,***,2008,***,2008,***,2008,1.1631507873535156,2008,19.0,2010,553.8,2008,6.915555000305176,2008,72.90717073170732,2008,92,2008,95,2008,78.4,2008
180,Comoros,174,COM,2008,129,56.527626037597656,***,2009,***,2009,***,2009,***,2009,2.441258668899536,--,5.6,2010,921.6510009765625,--,4.814745903015137,2008,61.06729268292683,2008,81,2008,76,2008,31.2,2008
181,Costa Rica,188,CRI,2008,36,77.23345947265625,***,2008,***,2008,***,2008,***,2008,0.3364722430706024,2008,21.9,2010,401.8,2008,7.234292030334473,2008,78.45773170731708,2008,90,2008,89,2008,93.5,2008
182,Cyprus,196,CYP,2008,32,77.94853973388672,***,2009,***,2009,***,2009,***,2009,-2.3025851249694824,2008,22.0,2010,408.1,2008,7.209293365478516,2008,79.02753658536587,2008,97,2008,87,2008,100.0,2008
183,Czech Republic,203,CZE,2008,34,77.56803894042969,***,2007,***,2007,***,2007,***,2007,-1.2039728164672852,2008,25.3,2010,567.9,2008,8.915891647338867,2008,76.97560975609757,2008,99,2008,97,2008,99.1,2008
184,Germany,276,DEU,2008,11,80.9707260131836,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2008,18.5,2010,441.7,2008,6.973208427429199,2008,79.73658536585367,2008,96,2008,97,2008,99.2,2008
185,Djibouti,262,DJI,2008,109,62.38030242919922,***,2008,***,2008,***,2008,***,2008,1.6067994832992554,--,8.3,2010,927.3478393554688,--,5.859746932983398,2008,59.32387804878049,2008,89,2008,73,2008,50.6,2008
186,Denmark,208,DNK,2008,22,79.25993347167969,***,2008,***,2008,***,2008,***,2008,-1.6094379425048828,2008,17.7,2010,495.3,2008,6.009842872619629,2008,78.44634146341464,2008,88,2008,87,2008,99.6,2008
187,Dominican Republic,214,DOM,2008,81,69.45570373535156,***,2008,***,2008,***,2008,***,2008,1.381137490272522,--,21.0,2010,535.6406860351562,--,7.886943817138672,2008,72.34231707317075,2008,82,2008,83,2008,81.3,2008
188,Algeria,12,DZA,2008,70,71.75083923339844,***,2011,***,2010,***,2011,***,2011,2.1716015338897705,--,22.6,2010,611.7557373046875,--,8.476762771606445,2008,73.21931707317074,2008,93,2008,88,2008,86.1,2008
189,Ecuador,218,ECU,2008,50,74.47762298583984,***,2008,***,2008,***,2008,***,2008,1.722766637802124,2008,16.8,2010,497.7,2008,6.101171493530273,2008,74.66782926829269,2008,96,2008,98,2008,78.5,2008
190,Egypt,818,EGY,2008,99,65.71581268310547,***,2008,***,2008,***,2008,***,2008,0.40546509623527527,2008,26.2,2010,1604.4,2008,13.20448112487793,2008,69.96446341463414,2008,97,2008,92,2008,93.3,2008
191,Spain,724,ESP,2008,16,79.9490966796875,***,2008,***,2008,***,2008,***,2008,-0.9162907600402832,2008,22.1,2010,395.1,2008,8.921504974365234,2008,81.17560975609757,2008,97,2008,98,2008,99.9,2008
192,Estonia,233,EST,2008,69,71.83528900146484,***,2008,***,2008,***,2008,***,2008,1.0647107362747192,2008,21.2,2010,692.3,2008,8.653560638427734,2008,73.77073170731708,2008,95,2008,95,2008,97.1,2008
193,Ethiopia,231,ETH,2008,142,52.169334411621094,***,2012,***,2012,***,2012,***,2013,4.672703266143799,--,3.3,2010,1103.157470703125,--,3.365554094314575,2008,59.44692682926829,2008,54,2008,54,2008,19.1,2008
194,Finland,246,FIN,2008,17,79.63887023925781,***,2008,***,2008,***,2008,***,2008,-0.6931471824645996,2008,19.0,2010,448.6,2008,7.553098678588867,2008,79.56829268292684,2008,99,2008,97,2008,97.5,2008
195,France,250,FRA,2008,14,80.49747467041016,***,2008,***,2008,***,2008,***,2008,-0.9162907600402832,2008,22.0,2010,395.7,2008,7.606902599334717,2008,81.21463414634148,2008,98,2008,89,2008,98.7,2008
196,Gabon,266,GAB,2008,123,58.015228271484375,***,2011,***,2011,***,2011,***,2011,0.5719349980354309,--,15.7,2010,640.5640869140625,--,7.411165237426758,2008,60.94919512195123,2008,82,2008,67,2008,40.5,2008
197,United Kingdom,826,GBR,2008,23,79.23821258544922,***,2008,***,2008,***,2008,***,2008,-0.9162907600402832,2008,25.5,2010,451.6,2008,7.292769432067871,2008,79.6,2008,92,2008,86,2008,99.2,2008
198,Georgia,268,GEO,2008,83,69.34820556640625,***,2008,***,2008,***,2008,***,2008,0.9932518005371094,2007,18.6,2010,641.1,2007,11.794994354248047,2008,73.62143902439024,2008,92,2008,97,2008,90.5,2008
199,Ghana,288,GHA,2008,112,61.82516860961914,***,2008,***,2008,***,2008,***,2008,2.8603007793426514,--,10.1,2010,783.0848388671875,--,4.298527717590332,2008,60.03041463414635,2008,93,2008,86,2008,13.0,2008
200,Guinea,324,GIN,2008,148,48.10975646972656,***,2011,***,2011,***,2011,***,2011,3.742950439453125,--,5.8,2010,1050.6524658203125,--,4.060149192810059,2008,54.77758536585366,2008,60,2008,55,2008,16.8,2008
201,Greece,300,GRC,2008,25,78.95249938964844,***,2007,***,2007,***,2007,***,2007,-1.2039728164672852,2008,21.3,2010,449.7,2008,8.447660446166992,2008,79.93902439024392,2008,99,2008,99,2008,98.0,2008
202,Guatemala,320,GTM,2008,71,71.73787689208984,***,2008,***,2008,***,2008,***,2008,1.2527629137039185,2008,17.1,2010,709.7,2008,6.774677753448486,2008,70.32814634146344,2008,95,2008,96,2008,60.2,2008
203,Guyana,328,GUY,2008,88,68.4598159790039,***,2007,***,2007,***,2007,***,2007,2.70805025100708,2008,20.5,2010,1021.3,2008,7.054253578186035,2008,65.87014634146342,2008,93,2008,95,2008,82.4,2008
204,Hong Kong,344,HKG,2008,7,81.55661010742188,***,2008,***,2008,***,2008,***,2008,0.6418538689613342,2008,8.055869102478027,--,352.9,2008,8.749740600585938,2008,82.37560975609757,2008,99,--,99,--,100.0,--
205,Honduras,340,HND,2008,66,72.38243103027344,***,2008,***,2008,***,2008,***,2008,2.2888848781585693,--,16.5,2010,630.745361328125,--,6.013593673706055,2008,72.0399756097561,2008,93,2008,95,2008,74.7,2008
206,Croatia,191,HRV,2008,47,74.63298034667969,***,2009,***,2009,***,2009,***,2008,0.2623642683029175,2008,21.4,2010,633.3,2008,8.646560668945312,2008,75.91219512195123,2008,96,2008,98,2008,97.1,2008
207,Hungary,348,HUN,2008,46,74.6620864868164,***,2008,***,2008,***,2008,***,2008,0.18232156336307526,2008,22.5,2010,712.4,2008,9.118020057678223,2008,73.70243902439026,2008,99,2008,99,2008,98.0,2008
208,Indonesia,360,IDN,2008,97,67.2186050415039,***,2008,***,2008,***,2008,***,2008,3.4611945152282715,--,4.3,2010,723.404541015625,--,6.075895309448242,2008,67.76478048780488,2008,77,2008,76,2008,55.1,2008
209,India,356,IND,2008,120,58.614601135253906,***,2008,***,2008,***,2008,***,2008,4.338393688201904,--,4.0,2010,885.0339965820312,--,7.048841953277588,2008,65.69943902439026,2008,70,2008,72,2008,33.6,2008
210,Ireland,372,IRL,2008,24,79.14898681640625,***,2008,***,2008,***,2008,***,2008,-0.6931471824645996,2008,23.1,2010,453.6,2008,6.603250980377197,2008,80.09512195121953,2008,93,2008,89,2008,90.0,2008
211,Iran,364,IRN,2008,73,71.4253158569336,***,2008,***,2008,***,2008,***,2008,2.3337135314941406,--,23.9,2010,838.9395751953125,--,7.820530891418457,2008,73.09207317073171,2008,99,2008,98,2008,86.7,2008
212,Iraq,368,IRQ,2008,115,60.4743537902832,***,2008,***,2008,***,2008,***,2008,3.092172622680664,--,21.0,2010,776.891845703125,--,10.753311157226562,2008,68.22029268292684,2008,69,2008,76,2008,81.7,2008
213,Iceland,352,ISL,2008,2,83.3572769165039,***,2008,***,2008,***,2008,***,2008,-1.2407907247543335,--,21.3,2010,354.67431640625,--,7.07218599319458,2008,81.60975609756099,2008,98,2008,96,2008,98.8,2008
214,Israel,376,ISR,2008,21,79.28064727783203,***,2008,***,2008,***,2008,***,2008,-1.2039728164672852,2008,23.5,2010,404.8,2008,6.878781318664551,2008,80.95121951219512,2008,94,2008,98,2008,100.0,2008
215,Italy,380,ITA,2008,28,78.32390594482422,***,2008,***,2008,***,2008,***,2008,-1.2039728164672852,2008,19.6,2010,381.3,2008,7.868395805358887,2008,81.48536585365855,2008,96,2008,90,2008,99.5,2008
216,Jamaica,388,JAM,2008,58,73.6780776977539,***,2011,***,2011,***,2011,***,2011,-0.6931471824645996,2009,24.5,2010,494.7,2006,9.563606262207031,2008,74.3019512195122,2008,91,2008,88,2008,81.4,2008
217,Jordan,400,JOR,2008,55,73.95831298828125,***,2008,***,2008,***,2008,***,2008,1.603662133216858,--,28.1,2010,651.4129028320312,--,11.079715728759766,2008,73.12024390243903,2008,97,2008,95,2008,98.3,2008
218,Japan,392,JPN,2008,5,82.15328216552734,***,2008,***,2008,***,2008,***,2008,0.0,2008,2.9,2010,339.2,2008,9.722804069519043,2008,82.58756097560978,2008,98,2008,95,2008,100.0,2008
219,Kazakhstan,398,KAZ,2008,87,68.67410278320312,***,2008,***,2008,***,2008,***,2008,2.8094027042388916,2008,21.2,2010,1068.7,2008,9.742168426513672,2008,67.0219512195122,2008,99,2008,99,2008,97.3,2008
