,country,isonum,isocode,year,rank_pers,pers,racial,racial_year,immig,immig_year,freedom,freedom_year,lgbx,lgbx_year,propright,propright_year,rrgov,rrgov_year,rrsoc,rrsoc_year,lgbt_rights,lgbt_rights_year,deathpen,deathpen_year,civlib,civlib_year,conscription,conscription_year,pf,pf_year
583,Tunisia,788,TUN,2010,139,34.530006408691406,***,2010,***,2010,***,2010,***,2010,1,2009,7.7,2010,1.0,2010,0,2016,1,2010,3,2010,3.0,2010,85.0,2010
584,Turkey,792,TUR,2010,89,51.823997497558594,***,2010,***,2010,***,2010,***,2010,1,2009,5.8,2010,4.9,2010,1,2010,0,2010,5,2010,1.0,2010,54.0,2010
585,Tanzania,834,TZA,2010,93,49.97444534301758,***,2010,***,2010,***,2010,***,2010,1,2009,3.9,2010,5.1,2010,0,2016,1,2010,5,2010,5.0,2010,48.0,2010
586,Uganda,800,UGA,2010,96,48.87281036376953,***,2010,***,2010,***,2010,***,2010,1,2009,3.4,2010,5.8,2010,0,2016,1,2010,4,2010,10.0,2010,54.0,2010
587,Ukraine,804,UKR,2010,92,50.16652297973633,***,2010,***,2010,***,2010,***,2010,1,2009,4.0,2010,4.0,2010,1,2010,0,2010,5,2010,0.0,2010,56.0,2010
588,Uruguay,858,URY,2010,13,82.6020736694336,***,2010,***,2010,***,2010,***,2010,1,2009,0.3,2010,0.0,2010,1,2010,0,2010,7,2010,10.0,2010,25.0,2010
589,United States,840,USA,2010,27,73.24806213378906,***,2010,***,2010,***,2010,***,2010,1,2009,2.7,2010,3.4,2010,1,2010,1,2010,7,2010,10.0,2010,17.0,2010
590,Venezuela,862,VEN,2010,79,55.73299026489258,***,2010,***,2010,***,2010,***,2010,1,2009,3.5,2010,0.8,2010,1,2010,0,2010,3,2010,0.0,2010,76.0,2010
591,Vietnam,704,VNM,2010,131,38.142120361328125,***,2010,***,2010,***,2010,***,2010,1,2009,7.0,2010,4.0,2010,1,2010,1,2010,3,2010,0.0,2010,83.0,2010
592,Yemen,887,YEM,2010,145,28.343093872070312,***,2010,***,2010,***,2010,***,--,1,2009,7.0,2010,7.8,2010,0,2016,1,2010,3,2010,0.0,2010,83.0,2010
593,South Africa,710,ZAF,2010,26,75.51736450195312,***,2010,***,2010,***,2010,***,2010,1,2009,0.7,2010,4.4,2010,3,2010,0,2010,6,2010,10.0,2010,33.0,2010
594,Zambia,894,ZMB,2010,98,48.229400634765625,***,2009,***,2009,***,2009,***,2009,1,2009,2.5,2010,2.3,2010,0,2016,1,2010,4,2010,10.0,2010,61.0,2010
595,Zimbabwe,716,ZWE,2010,127,40.45908737182617,***,2010,***,2010,***,2010,***,2010,1,2009,4.4,2010,2.2,2010,0,2016,1,2010,2,2010,10.0,2010,81.0,2010
596,Afghanistan,4,AFG,2011,149,23.479019165039062,***,2011,***,2011,***,2011,***,2011,0,2015,8.0,2011,7.4,2011,0,2016,1,2011,2,2011,7.698071002960205,--,74.0,2011
597,Angola,24,AGO,2011,115,44.67900848388672,***,2011,***,2011,***,2011,***,2011,1,2011,4.9,2011,2.1,2011,0,2016,0,2011,3,2011,0.0,2011,67.0,2011
598,Albania,8,ALB,2011,73,58.33190155029297,***,2011,***,2011,***,2011,***,2011,1,2011,1.4,2011,0.0,2011,1,2011,0,2011,5,2011,3.0,2011,51.0,2011
599,United Arab Emirates,784,ARE,2011,112,45.87596893310547,***,2009,***,2011,***,2011,***,--,1,2011,5.5,2011,0.8,2011,0,2016,1,2011,2,2011,10.0,2011,72.0,2011
600,Argentina,32,ARG,2011,22,79.681884765625,***,2011,***,2011,***,2011,***,2011,1,2011,1.9,2011,1.4,2011,3,2011,0,2011,6,2011,10.0,2011,50.0,2011
601,Armenia,51,ARM,2011,109,46.8834342956543,***,2011,***,2011,***,2011,***,2011,1,2011,5.9,2011,4.6,2011,1,2011,0,2011,4,2011,0.0,2011,65.0,2011
602,Australia,36,AUS,2011,11,84.00257110595703,***,2011,***,2011,***,2011,***,2011,1,2011,2.2,2011,2.2,2011,1,2011,0,2011,7,2011,10.0,2011,21.0,2011
603,Austria,40,AUT,2011,23,78.0528335571289,***,2011,***,2011,***,2011,***,2011,1,2011,2.5,2011,2.9,2011,2,2011,0,2011,7,2011,3.0,2011,21.0,2011
604,Azerbaijan,31,AZE,2011,121,43.34912109375,***,2011,***,2011,***,2011,***,2011,1,2011,6.5,2011,4.0,2011,1,2011,0,2011,3,2011,1.0,2011,80.0,2011
605,Burundi,108,BDI,2011,86,53.95405960083008,***,2011,***,2011,***,2011,***,2011,1,2011,0.2,2011,1.8,2011,0,2016,0,2011,3,2011,10.0,2011,72.0,2011
606,Belgium,56,BEL,2011,10,84.64801025390625,***,2011,***,2011,***,2011,***,2011,1,2011,3.9,2011,2.4,2011,3,2011,0,2011,7,2011,10.0,2011,11.0,2011
607,Benin,204,BEN,2011,59,62.170833587646484,***,2011,***,2011,***,2011,***,2011,1,2011,0.5,2011,1.2,2011,1,2011,1,2011,6,2011,1.0,2011,34.0,2011
608,Burkina Faso,854,BFA,2011,58,62.33305358886719,***,2011,***,2011,***,2011,***,2011,1,2011,0.8,2011,2.0,2011,1,2011,1,2011,5,2011,10.0,2011,42.0,2011
609,Bangladesh,50,BGD,2011,105,48.244049072265625,***,2011,***,2011,***,2011,***,2011,1,2011,6.1,2011,6.3,2011,0,2016,1,2011,4,2011,10.0,2011,52.0,2011
610,Bulgaria,100,BGR,2011,47,64.88142395019531,***,2011,***,2011,***,2011,***,2011,1,2011,3.9,2011,4.7,2011,1,2011,0,2011,6,2011,10.0,2011,36.0,2011
611,Bahrain,48,BHR,2011,132,37.647430419921875,***,2009,***,2011,***,2011,***,--,1,2015,6.2,2011,3.9,2011,1,2011,1,2011,2,2011,10.0,2011,84.0,2011
612,Belarus,112,BLR,2011,133,37.23859405517578,***,2011,***,2011,***,2011,***,2011,1,2011,6.3,2011,1.8,2011,1,2011,1,2011,2,2011,5.893049716949463,--,93.0,2011
613,Belize,84,BLZ,2011,63,61.15217208862305,***,2007,***,2007,***,2007,***,2007,1,2015,1.2,2011,0.0,2011,0,2016,1,2011,6,2011,10.0,2011,21.0,2011
614,Bolivia,68,BOL,2011,74,57.98564529418945,***,2011,***,2011,***,2011,***,2011,1,2011,1.1,2011,0.8,2011,1,2011,1,2011,5,2011,3.0,2011,47.0,2011
615,Brazil,76,BRA,2011,39,68.47688293457031,***,2011,***,2011,***,2011,***,2011,1,2011,0.4,2011,3.5,2011,2,2011,1,2011,6,2011,3.0,2011,44.0,2011
616,Botswana,72,BWA,2011,51,63.79213333129883,***,2011,***,2011,***,2011,***,2011,1,2011,0.6,2011,0.0,2011,0,2016,1,2011,6,2011,10.0,2011,40.0,2011
617,Central African Republic,140,CAF,2011,130,39.82428741455078,***,2011,***,2011,***,2011,***,2011,0,--,4.9,2011,4.1,2011,1,2011,1,2011,3,2011,0.0,2011,62.0,2011
618,Canada,124,CAN,2011,1,90.94085693359375,***,2011,***,2011,***,2011,***,2011,1,2011,1.9,2011,1.1,2011,3,2011,0,2011,7,2011,10.0,2011,19.0,2011
619,Switzerland,756,CHE,2011,21,80.26443481445312,***,2009,***,2009,***,2009,***,2009,1,2011,2.2,2011,3.3,2011,2,2011,0,2011,7,2011,5.0,2011,12.0,2011
620,Chile,152,CHL,2011,49,64.60636901855469,***,2011,***,2011,***,2011,***,2011,0,2011,1.6,2011,1.8,2011,1,2011,0,2011,7,2011,1.0,2011,31.0,2011
621,China,156,CHN,2011,135,34.96669387817383,***,2011,***,2011,***,2011,***,2011,1,2011,8.5,2011,2.2,2011,1,2011,1,2011,2,2011,0.0,2011,85.0,2011
622,Ivory Coast,384,CIV,2011,113,45.7757682800293,***,2009,***,2009,***,2009,***,2009,0,2011,3.7,2011,4.9,2011,1,2011,0,2011,2,2011,1.0,2011,70.0,2011
623,Cameroon,120,CMR,2011,122,43.304046630859375,***,2011,***,2011,***,2011,***,2011,0,2011,2.2,2011,1.3,2011,0,2016,1,2011,2,2011,10.0,2011,68.0,2011
624,Democratic Republic of Congo,180,COD,2011,137,34.621307373046875,***,2011,***,2011,***,2011,***,2011,0,2011,2.1,2011,3.7,2011,1,2011,1,2011,2,2011,3.0,2011,83.0,2011
625,Congo,178,COG,2011,98,49.020999908447266,***,2011,***,2011,***,2011,***,2011,0,2011,0.5,2011,0.4,2011,1,2011,1,2011,3,2011,10.0,2011,47.860111236572266,--
626,Colombia,170,COL,2011,48,64.83577728271484,***,2011,***,2011,***,2011,***,2011,1,2011,2.5,2011,3.5,2011,2,2011,0,2011,4,2011,0.0,2011,55.0,2011
627,Comoros,174,COM,2011,126,41.44914627075195,***,2011,***,2011,***,2011,***,2011,0,--,3.9,2011,1.4,2011,0,2016,1,2011,4,2011,6.665467262268066,--,48.0,2011
628,Costa Rica,188,CRI,2011,20,80.33677673339844,***,2011,***,2011,***,2011,***,2011,1,2011,3.3,2011,0.5,2011,1,2011,0,2011,7,2011,10.0,2011,19.0,2011
629,Cyprus,196,CYP,2011,40,68.20702362060547,***,2011,***,2011,***,2011,***,2011,1,--,2.6,2011,5.2,2011,1,2011,0,2011,7,2011,0.0,2011,32.29698181152344,--
630,Czech Republic,203,CZE,2011,26,76.27706146240234,***,2011,***,2011,***,2011,***,2011,1,2011,1.5,2011,2.2,2011,2,2011,0,2011,7,2011,10.0,2011,19.0,2011
631,Germany,276,DEU,2011,15,81.1401138305664,***,2011,***,2011,***,2011,***,2011,1,2011,3.5,2011,5.0,2011,2,2011,0,2011,7,2011,10.0,2011,17.0,2011
632,Djibouti,262,DJI,2011,83,54.88238525390625,***,2011,***,2011,***,2011,***,2011,1,2015,2.6,2011,0.4,2011,1,2011,0,2011,3,2011,1.9826459884643555,--,74.0,2011
633,Denmark,208,DNK,2011,17,80.712890625,***,2011,***,2011,***,2011,***,2011,1,2011,3.7,2011,1.7,2011,1,2011,0,2011,7,2011,3.0,2011,12.0,2011
634,Dominican Republic,214,DOM,2011,30,72.68589782714844,***,2011,***,2011,***,2011,***,2011,1,2011,1.2,2011,0.0,2011,1,2011,0,2011,6,2011,10.0,2011,41.0,2011
635,Algeria,12,DZA,2011,139,33.61901092529297,***,2011,***,2011,***,2011,***,2011,1,2011,7.5,2011,5.3,2011,0,2016,1,2011,3,2011,1.0,2011,62.0,2011
636,Ecuador,218,ECU,2011,66,60.57737350463867,***,2011,***,2011,***,2011,***,2011,0,2011,0.8,2011,0.1,2011,1,2011,0,2011,5,2011,3.0,2011,58.0,2011
637,Egypt,818,EGY,2011,146,28.382715225219727,***,2011,***,2011,***,2011,***,--,1,2011,8.9,2011,7.6,2011,0,2016,1,2011,3,2011,0.0,2011,57.0,2011
638,Spain,724,ESP,2011,9,85.09503173828125,***,2011,***,2011,***,2011,***,2011,1,2011,2.9,2011,2.8,2011,3,2011,0,2011,7,2011,10.0,2011,24.0,2011
639,Estonia,233,EST,2011,37,70.20470428466797,***,2011,***,2011,***,2011,***,2011,1,2011,1.2,2011,0.4,2011,1,2011,0,2011,7,2011,3.0,2011,18.0,2011
640,Ethiopia,231,ETH,2011,127,40.93626403808594,***,2012,***,2012,***,2012,***,2013,1,2011,4.9,2011,6.7,2011,0,2016,1,2011,2,2011,10.0,2011,81.0,2011
641,Finland,246,FIN,2011,19,80.41659545898438,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2011,1.2,2011,1,2011,0,2011,7,2011,3.0,2011,10.0,2011
642,France,250,FRA,2011,25,77.00431060791016,***,2011,***,2011,***,2011,***,2011,1,2011,3.9,2011,5.4,2011,1,2011,0,2011,7,2011,10.0,2011,24.0,2011
643,Gabon,266,GAB,2011,82,55.300025939941406,***,2011,***,2011,***,2011,***,2011,0,2011,1.6,2011,0.5,2011,1,2011,0,2011,3,2011,10.0,2011,70.0,2011
644,United Kingdom,826,GBR,2011,14,81.95492553710938,***,2011,***,2011,***,2011,***,2011,1,2011,3.0,2011,6.3,2011,2,2011,0,2011,7,2011,10.0,2011,21.0,2011
645,Georgia,268,GEO,2011,77,57.67241287231445,***,2011,***,2011,***,2011,***,2011,1,2011,2.0,2011,4.5,2011,1,2011,0,2011,5,2011,1.0,2011,52.0,2011
646,Ghana,288,GHA,2011,60,62.086708068847656,***,2011,***,2011,***,2011,***,2011,1,2011,0.4,2011,2.2,2011,0,2016,1,2011,6,2011,10.0,2011,28.0,2011
647,Guinea,324,GIN,2011,99,48.891761779785156,***,2011,***,2011,***,2011,***,2011,1,2011,2.7,2011,2.1,2011,0,2016,1,2011,3,2011,0.0,2013,62.0,2011
648,Greece,300,GRC,2011,71,58.724369049072266,***,2011,***,2011,***,2011,***,2011,1,2011,5.4,2011,5.0,2011,1,2011,0,2011,6,2011,3.0,2011,30.0,2011
649,Guatemala,320,GTM,2011,85,54.035888671875,***,2011,***,2011,***,2011,***,2011,1,2011,1.3,2011,0.3,2011,1,2011,1,2011,4,2011,3.0,2011,60.0,2011
650,Guyana,328,GUY,2011,70,59.27389907836914,***,2007,***,2007,***,2007,***,2007,1,2015,1.4,2011,0.0,2011,0,2016,1,2011,5,2011,10.0,2011,33.0,2011
651,Hong Kong,344,HKG,2011,36,70.9615249633789,***,2011,***,2011,***,2011,***,2011,1,2011,2.1,2011,0.5,2011,1,2011,0,--,3,--,10.0,2011,33.0,2011
652,Honduras,340,HND,2011,53,63.47287368774414,***,2011,***,2011,***,2011,***,2011,1,2011,2.4,2011,0.6,2011,1,2011,0,2011,4,2011,10.0,2011,62.0,2011
653,Croatia,191,HRV,2011,52,63.59115982055664,***,2011,***,2011,***,2011,***,2011,1,2011,2.3,2011,1.8,2011,1,2011,0,2011,6,2011,10.0,2011,40.0,2011
654,Hungary,348,HUN,2011,32,71.99828338623047,***,2011,***,2011,***,2011,***,2011,1,2011,1.0,2011,2.0,2011,2,2011,0,2011,6,2011,10.0,2011,36.0,2011
655,Indonesia,360,IDN,2011,120,43.57393264770508,***,2011,***,2011,***,2011,***,2011,1,2011,8.2,2011,8.7,2011,0,2016,1,2011,5,2011,5.0,2011,49.0,2011
656,India,356,IND,2011,102,48.56416702270508,***,2011,***,2011,***,2011,***,2011,1,2011,5.1,2011,9.6,2011,0,2016,1,2011,5,2011,10.0,2011,37.0,2011
657,Ireland,372,IRL,2011,6,86.31697082519531,***,2011,***,2011,***,2011,***,2011,1,2011,1.1,2011,0.6,2011,1,2011,0,2011,7,2011,10.0,2011,16.0,2011
658,Iran,364,IRN,2011,145,28.703704833984375,***,2011,***,2011,***,2008,***,--,1,2011,8.5,2011,5.9,2011,0,2016,1,2011,2,2011,1.0,2011,92.0,2011
659,Iraq,368,IRQ,2011,147,27.51280975341797,***,2011,***,2011,***,2011,***,2011,1,2015,5.0,2011,8.5,2011,0,2016,1,2011,2,2011,3.7638306617736816,--,69.0,2011
660,Iceland,352,ISL,2011,2,90.01837158203125,***,2008,***,2008,***,2008,***,2008,1,2011,2.1,2011,0.4,2011,3,2011,0,2011,7,2011,10.0,2011,14.0,2011
661,Israel,376,ISR,2011,97,50.44501876831055,***,2011,***,2011,***,2011,***,2011,1,2011,6.0,2011,8.9,2011,2,2011,1,2011,6,2011,0.0,2011,30.0,2011
662,Italy,380,ITA,2011,35,71.03790283203125,***,2011,***,2011,***,2011,***,2011,1,2011,2.8,2011,4.0,2011,1,2011,0,2011,7,2011,10.0,2011,33.0,2011
663,Jamaica,388,JAM,2011,61,61.658912658691406,***,2011,***,2011,***,2011,***,2011,1,2011,2.1,2011,0.4,2011,0,2016,1,2011,5,2011,10.0,2011,18.0,2011
664,Jordan,400,JOR,2011,129,40.02440643310547,***,2008,***,2011,***,2011,***,--,1,2011,6.0,2011,5.4,2011,1,2011,1,2011,3,2011,10.0,2011,63.0,2011
665,Japan,392,JPN,2011,50,64.2440414428711,***,2011,***,2011,***,2011,***,2011,1,2011,1.9,2011,3.0,2011,1,2011,1,2011,6,2011,10.0,2011,22.0,2011
666,Kazakhstan,398,KAZ,2011,124,42.71404266357422,***,2011,***,2011,***,2011,***,2010,1,2011,5.7,2011,1.7,2011,1,2011,1,2011,3,2011,0.0,2011,81.0,2011
667,Kenya,404,KEN,2011,104,48.327301025390625,***,2011,***,2011,***,2011,***,2011,1,2011,5.5,2011,7.2,2011,0,2016,1,2011,5,2011,10.0,2011,52.0,2011
668,Kyrgyzstan,417,KGZ,2011,103,48.37668991088867,***,2011,***,2011,***,2011,***,2010,1,2011,6.2,2011,4.9,2011,1,2011,0,--,3,2011,1.0,2011,69.0,2011
669,Cambodia,116,KHM,2011,68,59.71949768066406,***,2011,***,2011,***,2011,***,2011,1,2011,2.4,2011,1.5,2011,1,2011,0,2011,3,2011,10.0,2011,63.0,2011
670,South Korea,410,KOR,2011,67,59.75538635253906,***,2011,***,2011,***,2011,***,2011,1,2011,1.8,2011,0.3,2011,1,2011,1,2011,6,2011,0.0,2011,32.0,2011
671,Kuwait,414,KWT,2011,114,45.64657211303711,***,2009,***,2011,***,2011,***,--,1,2011,5.5,2011,3.7,2011,0,2016,1,2011,3,2011,10.0,2011,57.0,2011
672,Laos,418,LAO,2011,107,47.14137268066406,***,2011,***,2011,***,2011,***,2011,1,2011,5.5,2011,2.8,2011,1,2011,1,--,2,2011,4.419906139373779,--,84.0,2011
673,Lebanon,422,LBN,2011,111,46.00889587402344,***,2011,***,2011,***,2011,***,2011,1,2011,3.6,2011,5.6,2011,0,2016,1,2011,4,2011,10.0,2011,51.0,2011
674,Liberia,430,LBR,2011,89,53.82683181762695,***,2011,***,2011,***,2011,***,2011,1,2011,1.2,2011,1.8,2011,0,2016,1,2011,4,2011,6.800796985626221,--,60.0,2011
675,Libya,434,LBY,2011,141,33.05081558227539,***,--,***,2012,***,2012,***,--,0,--,6.2,2011,1.9,2011,0,2016,1,2011,2,2011,10.0,2013,60.0,2011
676,Sri Lanka,144,LKA,2011,117,44.18719482421875,***,2011,***,2011,***,2011,***,2011,1,2011,5.4,2011,7.1,2011,0,2016,1,2011,4,2011,10.0,2011,72.0,2011
677,Lesotho,426,LSO,2011,80,56.11513137817383,***,2011,***,2011,***,2011,***,2011,1,2011,0.6,2011,0.0,2011,1,2011,1,2011,5,2011,10.0,2011,49.0,2011
678,Lithuania,440,LTU,2011,42,67.83548736572266,***,2011,***,2011,***,2011,***,2011,1,2011,2.3,2011,1.5,2011,1,2011,0,2011,7,2011,10.0,2011,23.0,2011
679,Luxembourg,442,LUX,2011,8,85.57623291015625,***,2011,***,2011,***,2011,***,2011,1,2015,1.3,2011,0.0,2011,1,2011,0,2011,7,2011,10.0,2011,12.0,2011
680,Latvia,428,LVA,2011,76,57.77289962768555,***,2011,***,2011,***,2011,***,2011,1,2011,2.9,2011,0.5,2011,1,2011,1,2011,6,2011,10.0,2011,27.0,2011
681,Morocco,504,MAR,2011,123,43.140682220458984,***,2011,***,2011,***,2011,***,2011,1,2011,5.9,2011,1.7,2011,0,2016,1,2011,4,2011,1.0,2011,68.0,2011
682,Moldova,498,MDA,2011,88,53.84524917602539,***,2011,***,2011,***,2011,***,2011,1,2011,4.4,2011,4.5,2011,1,2011,0,2011,5,2011,3.0,2011,54.0,2011
683,Madagascar,450,MDG,2011,92,51.760555267333984,***,2011,***,2011,***,2011,***,2011,1,2011,2.5,2011,0.3,2011,1,2011,1,2011,4,2011,1.0,2011,63.0,2011
684,Mexico,484,MEX,2011,55,62.93453598022461,***,2011,***,2011,***,2011,***,2011,1,2011,3.6,2011,3.2,2011,2,2011,0,2011,5,2011,3.0,2011,62.0,2011
685,Macedonia,807,MKD,2011,64,61.0806770324707,***,2011,***,2011,***,2011,***,2011,1,2011,2.6,2011,2.3,2011,1,2011,0,--,5,2011,10.0,2011,54.0,2011
686,Mali,466,MLI,2011,57,62.61268997192383,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2011,2.4,2011,1,2011,1,2011,5,2011,0.0,2011,24.0,2011
687,Malta,470,MLT,2011,16,81.00602722167969,***,2011,***,2011,***,2011,***,2011,1,2015,1.0,2011,0.1,2011,1,2011,0,2011,7,2011,10.0,2011,22.0,2011
688,Montenegro,499,MNE,2011,46,66.07091522216797,***,2011,***,2011,***,2011,***,2011,1,2011,0.9,2011,3.7,2011,1,2011,0,2011,6,2011,10.0,2011,35.0,2011
689,Mongolia,496,MNG,2011,87,53.94143295288086,***,2011,***,2011,***,2011,***,2011,1,2011,4.5,2011,0.8,2011,1,2011,1,2011,6,2011,3.0,2011,37.0,2011
690,Mozambique,508,MOZ,2011,44,67.13896179199219,***,2011,***,2011,***,2011,***,2011,1,2011,1.2,2011,0.0,2011,1,2011,0,2011,5,2011,0.0,2011,43.0,2011
691,Mauritania,478,MRT,2011,131,38.932525634765625,***,2011,***,2011,***,2011,***,2011,0,2011,5.8,2011,1.0,2011,0,2016,1,2011,3,2011,10.0,2011,52.0,2011
692,Mauritius,480,MUS,2011,29,73.12460327148438,***,2011,***,2011,***,2011,***,2011,1,2011,1.4,2011,2.4,2011,0,2016,0,2011,6,2011,10.0,2011,29.0,2011
693,Malawi,454,MWI,2011,95,51.15359878540039,***,2011,***,2011,***,2011,***,2011,1,2011,2.0,2011,0.1,2011,0,2016,1,2011,4,2011,10.0,2011,60.0,2011
694,Malaysia,458,MYS,2011,118,44.113983154296875,***,2011,***,2011,***,2011,***,2011,1,2011,7.1,2011,3.9,2011,0,2016,1,2011,4,2011,10.0,2011,63.0,2011
695,Namibia,516,NAM,2011,34,71.14613342285156,***,2007,***,2007,***,2007,***,2007,1,2011,0.5,2011,0.0,2011,0,2016,0,2011,6,2011,10.0,2011,32.0,2011
696,Niger,562,NER,2011,100,48.62675857543945,***,2011,***,2011,***,2011,***,2011,0,--,2.3,2011,1.0,2011,1,2011,1,2011,4,2011,0.0,2011,49.0,2011
697,Nigeria,566,NGA,2011,110,46.040771484375,***,2011,***,2011,***,2011,***,2011,1,2011,5.6,2011,8.3,2011,0,2016,1,2011,4,2011,10.0,2011,50.0,2011
698,Nicaragua,558,NIC,2011,43,67.77002716064453,***,2011,***,2011,***,2011,***,2011,1,2011,2.5,2011,0.9,2011,1,2011,0,2011,4,2011,10.0,2011,49.0,2011
699,Netherlands,528,NLD,2011,3,89.92363739013672,***,2011,***,2011,***,2011,***,2011,1,2011,2.0,2011,1.3,2011,3,2011,0,2011,7,2011,10.0,2011,12.0,2011
700,Norway,578,NOR,2011,13,83.03388214111328,***,2008,***,2008,***,2008,***,2008,1,2011,2.5,2011,3.7,2011,3,2011,0,2011,7,2011,1.0,2011,10.0,2011
701,Nepal,524,NPL,2011,84,54.598628997802734,***,2011,***,2011,***,2011,***,2011,1,2011,4.0,2011,6.3,2011,1,2011,0,2011,4,2011,10.0,2011,55.0,2011
702,New Zealand,554,NZL,2011,4,88.56475067138672,***,2011,***,2011,***,2011,***,2011,1,2011,0.6,2011,1.2,2011,2,2011,0,2011,7,2011,10.0,2011,17.0,2011
703,Oman,512,OMN,2011,108,47.047088623046875,***,--,***,--,***,2011,***,--,1,2011,5.5,2011,0.1,2011,0,2016,1,2011,3,2011,10.0,2011,71.0,2011
704,Pakistan,586,PAK,2011,138,33.83089065551758,***,2011,***,2011,***,2011,***,2011,1,2011,7.3,2011,10.0,2011,0,2016,1,2011,3,2011,10.0,2011,63.0,2011
705,Panama,591,PAN,2011,27,74.42835998535156,***,2011,***,2011,***,2011,***,2011,1,2011,0.8,2011,0.0,2011,1,2011,0,2011,6,2011,10.0,2011,46.0,2011
706,Peru,604,PER,2011,72,58.59143829345703,***,2011,***,2011,***,2011,***,2011,1,2011,2.1,2011,0.8,2011,1,2011,1,2011,5,2011,10.0,2011,44.0,2011
707,Philippines,608,PHL,2011,56,62.770599365234375,***,2011,***,2011,***,2011,***,2011,0,2011,0.9,2011,3.4,2011,1,2011,0,2011,5,2011,10.0,2011,42.0,2011
708,Poland,616,POL,2011,33,71.3049087524414,***,2011,***,2011,***,2011,***,2011,1,2011,1.6,2011,2.4,2011,1,2011,0,2011,7,2011,10.0,2011,25.0,2011
709,Portugal,620,PRT,2011,7,86.26213073730469,***,2011,***,2011,***,2011,***,2011,1,2011,0.8,2011,0.0,2011,3,2011,0,2011,7,2011,10.0,2011,17.0,2011
710,Paraguay,600,PRY,2011,41,68.07723236083984,***,2011,***,2011,***,2011,***,2011,1,2011,1.1,2011,0.6,2011,1,2011,0,2011,5,2011,1.0,2011,60.0,2011
711,Qatar,634,QAT,2011,94,51.398502349853516,***,2011,***,2011,***,2011,***,--,1,2015,5.7,2011,0.4,2011,0,2016,1,2011,3,2011,10.0,2011,67.0,2011
712,Romania,642,ROU,2011,62,61.51105880737305,***,2011,***,2011,***,2011,***,2011,1,2011,4.5,2011,4.9,2011,1,2011,0,2011,6,2011,10.0,2011,41.0,2011
713,Russia,643,RUS,2011,140,33.27907180786133,***,2011,***,2011,***,2011,***,2011,1,2011,7.0,2011,9.0,2011,1,2011,1,2011,3,2011,3.0,2011,80.0,2011
714,Rwanda,646,RWA,2011,78,57.279354095458984,***,--,***,2011,***,2011,***,2011,1,2011,3.1,2011,0.0,2011,1,2011,0,2011,3,2011,10.0,2011,82.0,2011
715,Saudi Arabia,682,SAU,2011,144,29.456789016723633,***,2009,***,2011,***,2011,***,--,1,2011,8.6,2011,6.5,2011,0,2016,1,2011,1,2011,10.0,2011,84.0,2011
716,Serbia,688,SCG,2011,54,63.20441818237305,***,2011,***,2011,***,2011,***,2011,1,2011,4.0,2011,4.8,2011,1,2011,0,--,6,2011,10.0,2011,35.0,2011
717,Sudan,729,SDN,2011,143,30.892635345458984,***,2011,***,2011,***,2011,***,2011,1,2011,6.6,2011,7.8,2011,0,2016,1,2011,1,2011,9.790736198425293,--,78.0,2011
718,Senegal,686,SEN,2011,69,59.632789611816406,***,2011,***,2011,***,2011,***,2011,1,2011,1.5,2011,3.3,2011,0,2016,0,2011,5,2011,0.0,2011,55.0,2011
719,Singapore,702,SGP,2011,96,50.896636962890625,***,2011,***,2011,***,2011,***,2011,1,2011,6.0,2011,0.4,2011,0,2016,1,2011,4,2011,0.0,2011,67.0,2011
720,Sierra Leone,694,SLE,2011,75,57.95435333251953,***,2011,***,2011,***,2011,***,2011,1,2011,0.3,2011,1.4,2011,0,2016,1,--,5,2011,10.0,2011,49.0,2011
721,El Salvador,222,SLV,2011,65,60.96181106567383,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2011,0.0,2011,1,2011,1,2011,5,2011,10.0,2011,40.0,2011
722,Suriname,740,SUR,2011,38,68.99943542480469,***,2012,***,2012,***,2012,***,2012,1,2015,1.3,2011,0.6,2011,1,2011,1,2011,6,2011,10.0,2011,23.0,2011
723,Slovakia,703,SVK,2011,31,72.19895935058594,***,2011,***,2011,***,2011,***,2011,1,2011,3.2,2011,1.9,2011,1,2011,0,2011,7,2011,10.0,2011,21.0,2011
724,Slovenia,705,SVN,2011,18,80.47344970703125,***,2011,***,2011,***,2011,***,2011,1,2011,0.6,2011,1.3,2011,2,2011,0,2011,7,2011,10.0,2011,25.0,2011
725,Sweden,752,SWE,2011,5,87.4412841796875,***,2011,***,2011,***,2011,***,2011,1,2011,2.1,2011,3.9,2011,3,2011,0,2011,7,2011,10.0,2011,10.0,2011
726,Swaziland,748,SWZ,2011,134,35.87482452392578,***,2011,***,2011,***,2011,***,2011,0,2015,2.4,2011,3.1,2011,0,2016,1,2011,3,2011,10.0,2011,76.0,2011
727,Chad,148,TCD,2011,142,32.624752044677734,***,2011,***,2011,***,2011,***,2011,0,2011,5.5,2011,2.3,2011,1,2011,1,2011,2,2011,3.0,2011,75.0,2011
728,Togo,768,TGO,2011,81,55.4633903503418,***,2011,***,2011,***,2011,***,2011,1,2011,1.7,2011,0.3,2011,0,2016,0,2011,4,2011,0.0,2011,69.0,2011
